authors,title,abstract,year,pub_date,n_cited,source,kws,fos,anzsrc_2020,auth_affils,link,links,bib_src,scopus_id,lens_id,dims_id
"Paulet, E.; Parnaudeau, M.; Abdessemed, T.",The SME struggle for financing: A clampdown in european banks post-crisis,"Purpose: This paper aims to explore how banks have modified their behaviours since the subprime crisis and their influence on credit access for SMEs. Design methodology approach: This paper aims to explore how banks have modified their behaviours since the subprime crisis and their influence on credit access for SMEs. Findings: We provide evidence that strategic orientations adopted by banks (both fragile and robust) are quite voluntary and not simply the result of following regulations. Unfortunately, these orientations have hampered SMEs' access to credit. Practical implications: The core result of the paper is to emphasize that banking behaviours have considerably changed just after the subprime crisis and that SMEs have to deal with this new reality. These findings could be of interest for regulators and banking authorities to control liquidity constraints and guarantee both the stability of the global banking system and sustainable economic growth. Originality value: Using an original data reduction method and balance sheet analysis, this paper found evidence of key changes in banking behaviours during the subprime crisis. Emerald Group Publishing Limited.",2014,2014-01-01,14,Journal of Business Strategy,credit constraints; european banking landscape; net interest income; pca analysis; risk weighted assets; sme; subprime crisis; systemic risk,,,"Paulet, E. (Department of Economics and Finance, France Business School, Poitiers, France); Parnaudeau, M. (Department of Economics and Finance, France Business School, Poitiers, France); Abdessemed, T. (ICN Business School, CEREFIGE, Nancy, France)",https://dx.doi.org/10.1108/JBS-09-2013-0089,https://dx.doi.org/10.1108/JBS-09-2013-0089,biblio,2-s2.0-84902521975,,
"重原, 久.",The limits of surveillance and financial market failurelessons from the euro-area crisis,"Kumiharu Shigehara 1. The Limits of Surveillance and Financial Market Failure Kumiharu Shigehara 2. Global and Regional Surveillance Andre Icard 3. Surveillance Failure or Systemic Failure Lelf Pagrotsky 4. The Role of Surveillance Val Kromzay 5. Beyond Surveillance: Reducing the Risk of Financial Crises Paul Atkinson 6. How Should Micro-Prudential Control be Strengthened to Prevent Local and Global Financial Market Failure Jeffrey Shafer 7. Financial Market Failures and their Remedies Carol Sirou 8. On the Connection between Monetary Policy and Regulation of Banking and Financial Markets Stephen Axilrod 9. Macro-Prudential Policy and Bank Systemic Risk Blundell-Wignall and Caroline Roulet 10. Risk, Reward and Bank Resilience Charles Goodhart 11. Can Europe Get its Political Act Together Alternative Scenarios for the Euro Area William White 12. More Effective Management of the Euro-Area Gunter Baer 13. Executive Summary Robert Price 14. Overview Report Robert Price and Nicholas Vanston",2014,2014-01-01,0,,,Public economics; Monetary policy; Systemic risk; Economics; Financial market; Control (management); Resilience (organizational); Executive summary; Effective management; Financial system; Politics,,,https://ci.nii.ac.jp/ncid/BB18031093,https://ci.nii.ac.jp/ncid/BB18031093,biblio,,055-410-854-451-495,
"Oluwasegun, B.; Markose, S.M.","An multi-agent model of RMBS, credit risk transfer in banks and financial stability: implications of the subprime crisis","In this paper, we apply the agent-based modelling (ABM) simulation technique for the study of RMBS within banking and the implications for financial stability from the process of credit risk transfer. We design and develop a two-sector computational agent model using an insolvency risk constrained multi-period horizon model of profit maximisation with mortgage origination and securitization by banks on the one hand and the asset liability management activities of institutional investors who seek returns from equity and credit assets. The RMBS model for banks includes regulatory arbitrage from Basel capital adequacy, asset quality deterioration and default risk of loans. Our approach shows how the RMBS activity and the credit risk involved is incorporated into the portfolios of institutional investors and hedge funds who sought high return from the high risk tranche of credit assets. On this basis, we discuss the financial stability implications arising from the calibrations of two sectors where banking data relies on the FDIC data set and the default and coupon rates for credit assets come from the 2007 Citibank Report. Critical to issues such as whether there is an over supply of RMBS with an excessive high proportion of assets being securitized (typical rates of about 40%-49% being the case in the 2001-2002 for subprime originators) is found to lie in inappropriate coupon rates being paid on credit products based on high default RMBS and hence the costs of RMBS were not correctly factored. The implications of the passage of time for insolvencies to kick in can be observed in the agent based model. For instance, institutional investors with large portfolios of up to 38% or more of credit assets with default rates in excess of 10% could be insolvent by year 2. In such a case, the high Dutch Insurance Supervisory Board solvency margin of 30% for institutional investors did not appear to fare any better than a lower one showing that the collapse of market value for RMBS backed credit assets from high default by mortgagees is the dominant determinant of systemic risk. In its fully developed form, it is possible for the agent based model to articulate various components of the financial sector as shown in Figure 1. Future research aims to incorporate the CDO structures fully, add features like",2013,2013-01-01,2,,,Business; Systemic risk; Capital adequacy ratio; Credit risk; Credit crunch; Hedge fund; Asset quality; Securitization; Tranche; Financial system,,,,,biblio,,033-946-579-746-324,
"Hetes, R.; Avram, A.",Aspects regarding the current economic crisis and its influence on the financial sector,"The recent global financial and economic crisis has revealed some weaknesses in the regulation and supervision of the financial system and its architecture, especially in the treatment of systemic risks and vulnerabilities, and also the financial implications and downsizes of the globalization process. The global nature of financial crisis has highlighted the fact that, although integrated financial markets may offer a number of significant benefits, risks involved are worthy of taking into consideration. In order to ensure the financial stability of the highly integrated global landscape is needed the reform of the financial system architecture, both nationally and internationally.",2013,2013-07-01,0,Annals of Faculty of Economics,,Financial analysis; Systemic risk; Economics; Financial market participants; Indirect finance; Geography of finance; Financial regulation; Financial intermediary; Financial system; Financial risk,,,https://doaj.org/article/cc4db5624a7448e185e2b9428d17798f,https://doaj.org/article/cc4db5624a7448e185e2b9428d17798f https://ideas.repec.org/a/ora/journl/v1y2013i1p1093-1102.html https://econpapers.repec.org/RePEc:ora:journl:v:1:y:2013:i:1:p:1093-1102,biblio,,068-389-731-978-252,
"Kondić, S.; Rajčević, P.",Creating the new european union financial architecture in order to overcome the crisis,"The global financial and economic crisis has caused tectonic disturbances both in the economic systems, and in the political and social systems all over the world. The crisis has revealed numerous drawbacks and shortcomings in the financial system, and imposed, as the priority issue, the revision of the role of regulation. In the short run, the focus was on the system's recovery and its continued functioning. In the long run, this is not enough. What will be needed is a complete redesign of the supervisory functions, especially in terms of facing the issue of systemic risk. The problem of a new regulatory framework is particularly prominent in the European Union, which has suffered the most from the debt crisis, and which, as a supra-national institution, is truly abundant with differences and internal contradictions. The new supervisory framework in the European Union is inevitable, and its success will mostly be reflected in its ability to solve the issue of the scope of control, the issues of large fiscal deficits, and to overcome the huge interest spread in respect of certain member states' debt.",2013,2013-01-01,0,,,Finance; Debt; Systemic risk; Political science; Social system; Order (exchange); Short run; Debt crisis; European union; Net interest spread,,,https://scindeks.ceon.rs/article.aspx?artid=1451-43541304096K,https://scindeks.ceon.rs/article.aspx?artid=1451-43541304096K,biblio,,141-380-296-207-529,
"Yang, J.; Zhou, Y.",Credit risk spillovers among financial institutions around the global credit crisis: firm-level evidence,"Using credit default swap data, we propose a novel empirical framework to identify the structure of credit risk networks across international major financial institutions around the recent global credit crisis. Specifically, we identify three groups of players, including prime senders, exchange centers, and prime receivers of credit risk information. Leverage ratios and, particularly, the short-term debt ratio appear to be significant determinants of the roles of financial institutions in credit risk transfer, while corporate governance indexes, size, liquidity, and asset write-downs are not significant. Our findings carry important implications for a new regulatory standard on capital subcharge and liquidity coverage ratio. 2013 INFORMS.",2013,2013-01-01,61,Management Science,corporate governance; credit default swap; credit risk; credit risks; financial institution; financial network; financial networks; management; management science; regulatory standards; risk assessment; structural var; systemic risk; systemic risks,,,"Yang, J. (Business School, University of Colorado Denver, Denver, CO 80217, United States, School of Economics, Nankai University, 300071 Tianjin, China); Zhou, Y. (Faculty of Business Administration, Chinese University of Hong Kong, Shatin, Hong Kong)",https://dx.doi.org/10.1287/mnsc.2013.1706,https://dx.doi.org/10.1287/mnsc.2013.1706,biblio,2-s2.0-84887045219,,
"Dharan, S.",Derivatives making a comeback what should we know post-crisis,"With the economy showing signs of recovery, the exotic financial products are springing back.The demand for derivatives is once again growing as investors are trying to capitalize on the low interest rates. Notwithstanding the crisis, derivatives will continue to be useful and will serve as good hedging tools. The banks may continue to develop innovative products, even in a more regulated environment. At this juncture, it is important that the market entities take a step back to review the prevailing practicesBeing a former Structured Finance rating analyst of a leading Rating Agency in the years leading up to the crisis,feel compelled to educate the readers on the intricacies of the market in the pre-crisis years. Since the financial crisis,have been actively following the developments in the market and my efforts have been more geared toward studying the importance of risk assessment and its management.have come to realize that the market, going forward, primarily needs a holistic view of risk tolerance.am not writing this article with the intent of assigning responsibility for the crisis on any particular entity. However, as a former rating analyst,consider myself uniquely placed to ly present the idiosyncrasies of the market during this period. This should hopefully illustrate the importance of understanding risk to foster prudent investment decisions.As a professionally competent analyst within the group,was viewed as one capable of analyzing complex and intricate CDO transactions with ease.rated several hybrid CDOs that often times incorporated abstruse features, which were quite frankly, interesting to analyze. The increased risk appetite of the investors and the positive market sentiment encouraged the banks to come up with more complex derivative products. The period was marked by intense brainstorming sessions within the group. Everyone involved in the rating process was trying to get a grip on the features and their impact on the transaction ""deal"", in order to suitably incorporate them into the analyses. At this point,wish to elucidate a few of the qualitative features that increased the complexity in rating these products, particularly the hybrid asset-backed CDOs:1. A large proportion of the CDOs' Collateral began having synthetic references in the form of CDS (credit default swaps). While this was widely prevalent even in the past years, the transactions leading up to the crisis predominantly referenced sub-prime mortgage backed securities. The ease of having assets in the portfolio without physically owning it and with no constraint on the notional amounts had become increasingly appealing. In order to account for the credit risk and the liquidity risk, these hybrid CDOs needed liabilities in the form of super-senior swap arrangements or note purchase agreements through a variable funding note. These agreements, while trying to shield the deal from having to take huge losses, were intended to also give regulatory-capital relief.2. The Issuer (the seller of protection) serviced its obligations on these swaps through the use of ""eligible collateral"" that took the form of GIC (Guaranteed Investment Contracts), TRS (Total Return Swaps), Repos, other highly rated liquid assets that also included triple-A rated structured finance obligations or a combination thereof.3. Sometimes the deals also comprised of a percentage of ""synthetic shorts"" where the Issuer, under this arrangement, was the protection buyer. The primary motivation for these types of securities was to partially hedge a long exposure. The deals even had naked (uncovered) shorts wherein the portfolio did not include any long credit exposure to the reference entity. This was intended to mitigate the overall credit risk associated with the long or cash portfolio. However, if the swaps have unintended consequences the deal could get over-leveraged.When one is evaluating a deal with all of the aforesaid features, which are only a few of the many, their aggregate impact further augments the complexity of the transaction. For a rating analyst, the analysis typically involved extensive review of swap agreements confirmations in addition to the deal documents. The combined effect of multiple swap agreements to a transaction of this nature cannot be underestimated. The transactions also had complex cash-flow mechanisms ""waterfalls"" which needed be explicitly modeled in accordance with the agency's methodologies, while simultaneously accounting for the qualitative features. The robustness of the market necessitated appropriate methodology changes at the agencies. However the crisis has made it apparent that these changes did not totally account for the inherent risks in these securities. This could partly be attributed to the absence of sufficient historical data pertaining to the market at that time.The ramifications of these transactions on the market players, given their interconnectedness, have been humongous resulting in the financial crisis. The core of the crisis has only led us all to believe that the risks associated with these kinds of securities demanded a more in-depth understanding by the market.The rating agencies have understandably been under intense scrutiny by the market. Numerous other entities will also need to take responsibility for the fallout. As the growth in the Structured Finance market became rampant, the incentives for various players in the market started to get misaligned. As far as the rating analysts are concerned, there has always been a demand to churn deals out expeditiously. The analysts were rating a plethora of transactions prior to the crisis. These complex transactions were often tailored to meet the risk-returnof a specific class of investors that ironically possessed limited knowledge regarding these securities. To a certain extent, the proliferation of these complex transactions is consistent with over reliance on the rating agencies. Over-reliance without adequate fundamental analysis by the users can be detrimental. In order to make wise investment choices, the ratings need to serve as a complement to multiple data sources.The past few years since 2008 serve as abundant history, making it imperative for all concerned to take necessary actions to prevent such crises in the future. Regulators are making efforts through reforms to mitigate any potential crisis. The rating agencies need to continually review, revise and communicate their methodologies explicitly to the market. While there may not be a panacea for systemic risk, the effective way to mitigate risk will be through integrated efforts and cooperation among various market entities (structural, analytic and regulatory).",2013,2013-07-11,0,Social Science Research Network,,Structured finance; Business; Systemic risk; Actuarial science; Credit risk; Market liquidity; Liquidity risk; Credit default swap; Collateralized debt obligation; Swap (finance),,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2324304,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2324304,biblio,,158-301-700-493-408,
"Choi, Y.; Douady, R.",Financial crisis and contagion: A dynamical systems approach,"We use a multi-agent-based model to investigate and analyze financial crises where agents are large aggregates of the economic system under consideration. We analyze financial crises as the breakage of a dynamic financial equilibrium. We suggest that when the equilibrium is stable, a small perturbation is absorbed by the market. On the other hand, when the market becomes unstable, perturbations propagate and amplify through the system, and contagion and systemic risk occur, resulting in a global financial crisis. The market instability indicator is the spectral radius of the Jacobian matrix of a dynamical system driving the evolution of the economy. Entries of this Jacobian matrix can be computed by estimating the elasticities of flows of funds between aggregate agents. The higher the elasticities, the larger the entries of the Jacobian matrix and the more unstable the economy. High leverage and borrowing capacity constraints increase elasticities and make the market unstable as soon as the market instability indicator is above the critical value 1. In order to avoid deflation and economic collapse in 2008, the US government had a very strong reaction with Quantitative Easing and TARP. This put the market under rapid oscillations of very high amplitude and chaotic behavior, making long term forecasts inefficient. By correctly monitoring and utilizing elasticities, governments facing a major crisis may be able to optimize the efficiency of monetary and fiscal policies and accurately allocate their support to the various sectors of the economy, as opposed to being part of the origination of market chaos by inappropriate allocation of government resources.",2013,2013-05-23,8,Handbook on Systemic Risk,,Financial economics; Butterfly effect; Systemic risk; Economics; Jacobian matrix and determinant; Economic collapse; Financial crisis; Quantitative easing; Monetary economics; Deflation; Mathematical finance,,,http://dx.doi.org/10.1017/cbo9781139151184.024,https://hal.archives-ouvertes.fr/hal-00666752 https://halshs.archives-ouvertes.fr/hal-00666752/ https://www.ssrn.com/abstract=1733706 https://www.cambridge.org/core/books/handbook-on-systemic-risk/financial-crisis-and-contagion-a-dynamical-systems-approach/6E0944AE3F848CE05D7C88A2ABE71BFA https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1733706 https://autopapers.ssrn.com/sol3/papers.cfm?abstract_id=1733706,biblio,,111-753-613-309-029,
"LaBrosse, J.R.; Olivares-Caminal, R.; Singh, D.",Financial crisis containment and government guaranteesfinancial crisis containment and government guarantees,"Financial Crisis Containment and Government Guarantees analyses the international community’s commitment to forging enhanced, well thought-out, mechanisms for containing systemic risks in the context of a highly interconnected global financial framework which incorporates ongoing financial innovation.",2013,2013-01-01,4,,,Finance; Business; Systemic risk; Government; Containment; Financial innovation; Financial crisis; International community; Context (language use); Financial system,,,http://dx.doi.org/10.4337/9781781005002,https://EconPapers.repec.org/RePEc:elg:eebook:14913 https://www.elgaronline.com/view/9781781004999.xml http://wrap.warwick.ac.uk/id/eprint/60189,biblio,,037-866-997-238-66X,
"Wilczynski, R.",Financing instruments to combat the crisis,"Recent decades have witnessed a strong development of the financial sector, increasingly affecting the real economy. The surge in quantity, quality and diversity of financial market participants, instruments and procedures, as well as of resources, is indeed remarkable. Numerous studies have shown that, over time, financial development has been increasingly driven by two major factors: innovation and globalization. A wave of financial innovations has helped multiply the volume of available funding. Simultaneously, the process of globalizing the financial markets has progressed at an extraordinary space. It has been fueled by factors of different natures, such as the IT revolution, capital account liberalization, deregulation of financial sectors and cross-national expansion of huge financial institutions. Financial development feeds into the macroeconomic performance of individual countries and of the global economy. There is broad agreement that financial stability is desirable for economic growth. In particular, international financial stability is perceived as a non-rival, non-excludable public good (Kanbur 2002). As such, it should be pursued by all stakeholders with an interest in maintaining it, as a lack of stability entails undesirable costs for them. The issue of which system is the most conducive to the achievement of international financial stability as well as for reaping benefits to economic growth from financial development is, however, more debatable. One view being advocated is that international financial stability is, by and large, achieved via a system of competitive financial markets, which provides an adequate environment for independent policies of actors such as sovereigns and profit-maximizing investors. Such a framework helps avoid excess volatilities and positively affects growth. The concept of an efficient market can be traced back to the work of Samuelson (1965). A market-clearing mechanism appears to be instrumental to the efficiency of allocation. Within that approach, financial innovations and financial globalization are regarded as important facilitators of economic growth. Under the market system, incentives for innovations, such as profit-maximizing or risk-optimizing behavior, are strong. New and improved financial products, procedures and institutions pave the way for the expansion of economic activity by facilitating the process of trading and risk-pooling, by raising the percentage of savings available for investment, and by improving the allocation of capital and producing higher total factor productivity (McKinnon 1973 Levine 1997). These positive effects are enhanced when financial innovations are allowed to work worldwide. Free financial movements are considered fundamentally sound. An improved diversification of risk and better allocation of capital are beneficial not only to growth, but also to the stability of consumption (Fischer 1998 Summers 2000 Henry 2007). A contrasting view rests on the assumption of imperfect and inefficient markets. Inefficiency is attributed to such distorting factors as information asymmetries, herding behavior or principal-agent problems (Greenwald and Stiglitz 1986). Both financial innovations and financial globalization are producing and channeling considerable risks for the stability of the international financial system. In particular, the synchronized and simultaneous behavior of large fractions of market participants within the global financial network multiplies the effects of single decisions and leads to a systemic risk of excessive price volatilities. New financial products are complex and not well understood by all market participants, thereby reducing transparency and contributing to the underpricing of risk (Dorrucci and McKay 2011). Securitization and sales of products to distant investors bring about a weakening of lending standards. Fast profitseeking and innovative financial institutions attempt to lower their costs and, therefore, expand activities into the least regulated environment. It is further recognized that financial globalization is aggravating risks by producing cross-border externalities and spreading them worldwide. These developments activate and fuel the process of financial contagion across the globe. It is therefore argued that the system of free global financial markets tends to produce excessive volatilities when markets switch from euphoria to excessive pessimism which cannot be appropriately priced through a pattern of the risk premium and returns (Griffith-Jones 2003). In particular, international financial flows may not result in the equalizing of currency-adjusted and risk-adjusted rates of return everywhere. Abrupt, market-led adjustments undermine the stability of the international financial system. In small open economies different causes of financial stress are usually translated into problems in the balance of payments. This refers to both external factors, such as terms of trade shocks or sudden reversals of capital flows, and domestic factors, which include excessive budget financing needs or run-on deposits. External shocks are more likely to lead to balance of payments tensions in economies with non-reserve currencies, even if sound policies are pursued. However, large fiscal deficits and the accumulation of domestic debt may also add to external debt which is further increased by the usually depreciating currency. Recent decades have seen many balance of payments crisis episodes in emerging economies, from Latin America in the 1980s and 1990s, through East Asia, Russia and Brazil in the 1990s to Argentina, Turkey, Ecuador, Nigeria, Venezuela and several European economies over the 2000s. Increasing reversals in international capital flows have posed persistent risk to external balances in emerging economies. Some of these crises have ended as sovereign defaults. In the aftermath of the global financial crisis, however, some advanced economies, particularly from the Eurozone periphery, were also affected by serious sovereign external problems. Financial imbalances tend to expand, usually at high speed, across sectors and countries. In 2007 the crisis in the local financial subsector initiated developments that have diffused externally, creating, over time, fears of a global currency war. The view challenging the efficiency of financial markets calls for an inevitable and active policy involvement required to address the balance of payment crisis. Financial contagion, which is speeding up and producing many considerable externalities, may create problems which cannot be dealt with exclusively by individual countries. Approaching international financial stability as a global public good implies, therefore, that coordinated, international actions are more effective than the market mechanism as instruments of response to a financial crisis. 2014 selection and editorial material, Andreas Pyka and Hans-Peter Burghof.",2013,2013-01-01,0,Innovation and Finance,,,,"Wilczynski, R. (Warsaw University of Finance and Management, Poland)",https://dx.doi.org/10.4324/9780203797747-11,https://dx.doi.org/10.4324/9780203797747-11,biblio,2-s2.0-85121891564,,
"Bengtsson, E.",Fund management and systemic risklessons from the global financial crisis,"Fund managers play an important role in increasing efficiency and stability in financial markets. But research also indicates that fund management in certain circumstances may contribute to the buildup of systemic risk and severity of financial crises. The global financial crisis provided a number of new experiences on the contribution of fund managers to systemic risk. In this article, we focus on these lessons from the crisis. We distinguish between three sources of systemic risk in the financial system that may arise from fund management: insufficient credit risk transfer to fund managers runs on funds that cause sudden reductions in funding to banks and other financial entities and contagion through business ties between fund managers and their sponsors. Our discussion relates to the current intense debate on the role the so-called shadow banking system played in the global financial crisis. Several regulatory initiatives have been launched or suggested to reduce the systemic risk arising from non-bank financial entities, and we briefly discuss the likely impact of these on the sources of systemic risk outlined in the article.",2013,2013-01-01,0,Research Papers in Economics,,Business; Systemic risk; Investment management; Liquidity risk; Financial market; Financial crisis; Shadow banking system; Credit risk transfer; Business ties; Financial system,,,https://econpapers.repec.org/RePEc:dip:dpaper:2013-06,https://econpapers.repec.org/RePEc:dip:dpaper:2013-06 https://ideas.repec.org/p/dip/dpaper/2013-06.html,biblio,,074-398-899-655-547,
"Huang, J.-Z.; Wang, Y.",Hedge funds and the financial crisis,"Hedge funds suffered their worst year on record in 2008, during the financial crisis of 2007-2008. Yet, the crisis has brought more attention to the so-called shadow banking system, which includes hedge funds, among other players. This chapter focuses on two important issues that have received extensive coverage in the wake of the financial crisis: the role of hedge funds in the crisis and the regulation of hedge funds. In particular, this review surveys recent studies that examine trading activities of hedge funds during the crisis and reports some recent developments on how to extract the information about systemic risk from hedge funds. 2013 John Wiley Sons, Inc. All rights reserved.",2013,2013-01-01,0,"Alternative Investments: Instruments, Performance, Benchmarks, and Strategies",dodd-frank act; financial crisis; financial reforms and regulations; hedge funds; systemic risk,,,"Huang, J.-Z. (Smeal College of Business, Penn State University, United States); Wang, Y. (School of Business and Center for Institutional Investment Management, University at Albany, State University of New York, United States)",https://dx.doi.org/10.1002/9781118656501.ch26,https://dx.doi.org/10.1002/9781118656501.ch26,biblio,2-s2.0-84886821665,,
"Napoli, C.","Implications of the global financial crisis for financial reform and regulation in asia edited by masahiro kawai, davidmayes and petermorgan (review)","Implications of the Global Financial Crisis for Financial Reform and Regulation in Asia. Edited by Masahiro Kawai, David G. Mayes and Peter J. Morgan. Cheltenham and Northampton: Edward Elgar Publishing and Asian Development Bank Institute, 2012. Pp. 296. The 2008 crisis demonstrated the fragility of financial markets and the systemic effects that individual banks can have on both financial systems and the real economy. The edited book Implications of the Global Financial Crisis for Financial Reform and Regulation in Asia, jointly published by the Asian Development Bank Institute and Edward Elgar Publishing, offers a timely and thorough analysis of what the 2008 crisis has meant for Asian markets. As such, it fills a gap in the literature which, to date, has primarily examined the effects of the crisis on the economies of developed countries in the West. According to the authors, the book's central purpose is to identify the challenges imposed by the 2008 global financial crisis and suggest policy reforms. Within this context, the book examines the evolving regulatory framework for global finance and capital markets. The overarching conclusion is neatly summarized in a quote from Chapter 2, which states that ""the Westphalian principals of sovereignty that govern international financial oversight are not suited to the realities of an interconnected financial system"". Throughout the book, numerous examples are offered of the disconnect between financial regulation, which is typically national or regional, and finance, which is global. Based on these observations, the book offers recommendations for how financial systems can improve international cooperation through establishing macroprudential regulation, coordinating risk analysis, and increasing information sharing--which the book argues is a prerequisite for understanding and monitoring systemic risk. While the claim that international cooperation in finance needs improvement is not particularly innovative, the book adds value to the debate in four ways. First, while the arguments and analysis are technical, each chapter is well written and clearly presented. Moreover, the chapters are complimentary, meaning that although each section can be read in isolation, the whole book offers a rounded assessment of the challenges states face when trying to balance economic growth with financial stability. The rounded assessment is due in part to the fact that the authors come from diverse institutions from around the world, as well as the structure of the book, which is divided into four sections. Sectionsand II examine how Asian governments and regulators can strengthen financial surveillance and monitoring. Section III examines the role of the state in crisis management and resolution. The rationale for addressing both crisis prevention and resolution comes from the book's assertion that while improvements can be made to reduce the likelihood of financial crises, risk cannot be fully eliminated. Because of this, crisis resolution procedures must be developed and well understood. With the goals of prevention and containment, Section IV looks to the future, examining the pros and cons of Asia's rapidly developing bond markets, an important issue given the importance that sovereign and corporate debt play in economic growth. Second, in addition to the clarity and depth of analysis, the book offers innovative guidelines for regulating financial institutions in Asia and elsewhere.",2013,2013-12-01,0,Journal of Southeast Asian Economies,,Finance; Structured finance; Capital market; Systemic risk; Economics; Financial crisis; Macroprudential regulation; Geography of finance; Financial regulation; Financial econometrics,,,https://www.questia.com/library/journal/1G1-354660977/implications-of-the-global-financial-crisis-for-financial,https://www.questia.com/library/journal/1G1-354660977/implications-of-the-global-financial-crisis-for-financial https://muse.jhu.edu/article/536137/summary,biblio,,079-860-453-357-456,
"Kuzubas, T.U.; Omercikoglu, I.; Saltoglu, B.",Network centrality measures and systemic risk: an application to the turkish financial crisis,"In this paper, we analyze the performance of several network centrality measures in detecting systemically important financial institutions (SIFI) using data from the Turkish Interbank market during the financial crisis in 2000. We employ various network investigation tools such as volume, transactions, links, connectivity and reciprocity to gain a clearer picture of the network topology of the interbank market. We study the main borrower role of Demirbank in the crash of the banking system with network centrality measures which are extensively used in the network theory. This ex-post analysis of the crisis shows that centrality measures perform well in identifying and monitoring systemically important financial institutions which provide useful insights for financial regulations.(This abstract was borrowed from another version of this item.)",2013,2013-12-01,2,Research Papers in Economics,,Financial economics; Network theory; Business; Systemic risk; Interbank lending market; Network topology; Financial crisis; Reciprocity (network science); Turkish; Centrality,,,https://econpapers.repec.org/RePEc:bou:wpaper:2013/12,https://econpapers.repec.org/RePEc:bou:wpaper:2013/12 https://ideas.repec.org/p/bou/wpaper/2013-12.html,biblio,,145-954-539-375-558,
"Krause, J.",Risk management in companies and the importance of selected measures for overcoming the crisis,"The present article deals with the management of business risk. Business risk is fundamental to the long term success of a company and the achievement of its goals. Risks can be classified in various ways. There are basic categories of risk such as systemic risk, market risk, production risk, etc. Enterprises can substantially eliminate a certain part of the risk, although some risks cannot be controlled by the company. The financial crisis has had a major impact on the success of firms. This crisis was due to the mortgage crisis in the U.S. In order to verify the relevance of the chosen measures for crisis management, a survey has been carried out in the Czech Republic. Selected of this research are presented in the article.",2013,2013-01-01,5,Wseas Transactions on Business and Economics,cash flow; crisis; equity; financial measures; ratio; turnaround strategy,,,"Krause, J. (Department of Business Economics, University of Economics in Prague, W. Churchill Sq. 4, 130 67 Prague 3, Czech Republic)",https://dx.doi.org/,https://dx.doi.org/,biblio,2-s2.0-84885442431,,
"Hirschhorn, L.",The financial crisis: exploring the dynamics of imagination and authority in a post-industrial world,"This chapter explores the psychodynamics of the recent financial crisis.argue that we have reached a state of economic development where creativity is a productive force, and imagination is the human activity that propels creativity. The market,suggest, has become the projective screen for our imaginative capacities. But at the same time, the market itself creates systemic risks that require the exercise of authority and the subordination of imagination to rules and regulations. The result is a tension between imagination and authority. When poorly managed, this tension leads to crises. The chapter is divided into eight sections. In the first,argue that the 2007-8 financial crisis was less the result of imprudent decisions and more the result of what are called systemic risks’. In the second,link the idea of systemic risk to what we call within the system psychodynamics tradition, the group as a whole’ and the problem of authority. In the third,suggest that markets are attractive to the mind not because they are rational but because we project onto them our capacity to imagine.suggest this is so because increasingly imagination has become a productive force’ in the economy. In the fourth section,suggest that imagination as a psychic function integrates what Freud (1911) called the pleasure and reality principles, and that this integration takes psychological work to sustain. It is therefore prone to break down into one or the other of its constituent parts. When the pleasure principle wins out, the culture takes on a narcissistic color, and the sense of entitlement replaces the respect for authority.suggest that the behavior of some bank and financial-firm executives and their employees reflected this sense of entitlement. In the fifth section,argue that in our valuing of imagination, we therefore risk succumbing to the pleasure principle, which brings us into conflict with the authority system we need to manage systemic risks. But the authority system’s legitimacy is based on the useful work accomplished by the reality principle. Authority expresses the important idea that we must keep our narcissism and impulses in check in order to participate productively in the social world. We experience a conflict between the reality and the pleasure principles instead of their integration in imagination. In the sixth section,explore the learning from two innovations that William Halton introduced to the Group Relations conference: the resource planning and marketplace events.show how members’ experience in these events suggests that as imagination is broken up into its constituent parts, the reality principle and the pleasure principle each become social defenses for the other. In the seventh section,suggest that we replace the idea of social psychology with the idea of psychosociology, a term our French colleagues use, because, increasingly, social and political conflicts are the result of the projections of our mind onto society. The meaning of the classic tension between markets and central planning has been transformed. In the final section,summarize my argument. 2012 Susan Long and Burkard Sievers.",2013,2013-01-01,0,"Towards a Socioanalysis of Money, Finance and Capitalism: Beneath the Surface of the Financial Industry",,,,"Hirschhorn, L. (Philadelphia, PA, United States, University of Pennsylvania, United States, Fielding Graduate University, United States)",https://dx.doi.org/10.4324/9780203808153-29,https://dx.doi.org/10.4324/9780203808153-29,biblio,2-s2.0-85123652632,,
"Correa, R.; Black, L.K.; Huang, X.; Zhou, H.",The systemic risk of european banks during the financial and sovereign debt crises,"We propose a hypothetical distress insurance premium (DIP) as a measure of the European banking systemic risk, which integrates the characteristics of bank size, default probability, and interconnectedness. Based on this measure, the systemic risk of European banks reached its height in late 2011 around 500 billion. We find that the sovereign default spread is the factor driving this heightened risk in the banking sector during the European debt crisis. The methodology can also be used to identify the individual contributions of over 50 major European banks to the systemic risk measure. This approach captures the large contribution of a number of systemically important European banks, but Italian and Spanish banks as a group have notably increased their systemic importance. We also find that bank-specific fundamentals predict the one-year-ahead systemic risk contribution of our sample of banks in an economically meaningful way.",2013,2013-01-01,5,International Finance Discussion Paper,,,,,http://dx.doi.org/10.17016/ifdp.2013.1083,,biblio,,138-255-550-016-621,
