authors,title,abstract,year,pub_date,n_cited,source,kws,fos,anzsrc_2020,auth_affils,link,links,bib_src,scopus_id,lens_id,dims_id
"Ahmad, W.; Tiwari, S.R.; Wadhwani, A.; Khan, M.A.; Bekiros, S.",Financial networks and systemic risk vulnerabilities: A tale of indian banks,"This study identifies the nature and direction of unprecedented upheavals in the Indian banking sector which is linked to credit market asymmetry. A tail-driven network approach with a mixed sample of banks and firms exhibits the characteristics of the twin-balance-sheet syndrome. We construct the networks with a degree of interconnectedness at different quantiles and identify major systemic risk emitters and receivers. Furthermore, we find a spillover of the riskiness of deep-in-debt firms to banks. Smaller banking institutions evince a greater connection to banks and firms than larger ones. Our are valuable for policymakers formulating financial stabilization policies and investors considering Indian markets for various opportunities. 2023 Elsevier B.V.",2023,2023-01-01,0,Research in International Business and Finance,covar; financial stability; indian banks; network approach; systemic risk; value at risk,,,"Ahmad, W. (Department of Economic Sciences, Indian Institute of Technology Kanpur208016, India, LSE India Observatory, London School of Economics and Political Science (LSE), London, United Kingdom); Tiwari, S.R. (Department of Economic Sciences, Indian Institute of Technology Kanpur208016, India); Wadhwani, A. (Department of Economic Sciences, Indian Institute of Technology Kanpur, UP, Kanpur, 208016, India); Khan, M.A. (Jindal Global Business School, O.P. Jindal Global University, India); Bekiros, S. (Department of Banking and Finance, FEMA, University of Malta, Msida, Malta, Department of Economics, European University Institute, Via delle Fontanelle, 18, Florence, I-50014, Italy)",https://dx.doi.org/10.1016/j.ribaf.2023.101962,https://dx.doi.org/10.1016/j.ribaf.2023.101962,biblio,2-s2.0-85152722886,,
"Pele, D.T.; Conda, A.I.; Bag, R.C.; Mazurencu-Marinescu-pele, M.; Strat, V.A.",Financial risk meter for the romanian stock market,"This article aims to estimate the systemic risk of the Romanian stock market, using the FRM (Financial Risk Meter) methodology. This research contribution is about applying a novel systemic risk index to the Romanian financial system (FRM RO), to identify potential sources of systemic risk, and to understand network interconnections, thus increasing risk awareness of both managers and regulators. By using data for companies listed at the Bucharest Stock Exchange (BSE), our article highlights several aspects of the systemic risk of the Romanian stock market. First, our study reveals that the main driver of systemic risk, especially during financial crises, is the volatility index, VIX. However, local factors, such as ROBOR interest rate and sectorial indices for financial investment companies, in general, and energy sector companies, in particular, are extremely important in triggering systemic risk. Second, the system risk indicator for the Romanian stock market, FRM RO, may capture both investor sentiment, measured via the Google Trends Search Volume Index, and stock market volatility. Third, FRM RO can act as an early warning indicator for economic turmoil, being able to predict periods of technical recession one quarter in advance. Fourth, by using network analysis, we can identify, daily, the level of market interconnectedness and highlight the main companies triggering tail co-movements. Fifth, we emphasize the need for an integrated early warning system for financial crises. 2023, Institute for Economic Forecasting. All rights reserved.",2023,2023-01-01,0,Romanian Journal of Economic Forecasting,financial risk meter; frm@ro; romania; spillover effect; systemic risk,,,"Pele, D.T. (Department of Statistics and Econometrics, Faculty of Cybernetics, Statistics and Economic Informatics, The Bucharest University of Economic Studies, Piata Romana nr. 6, sector 1, Bucharest, 010374, Romania, Institute for Economic Forecasting, Romanian Academy, Casa Academiei, Calea 13 Septembrie nr. 13, sector 5, Bucharest, 050711, Romania); Conda, A.I. (Economic Cybernetics and Statistics Doctoral School, Faculty of Economic Cybernetics, Statistics and Informatics, Bucharest University of Economic Studies, Piata Romana nr. 6, sector 1, Bucharest, 010374, Romania); Bag, R.C. (Economic Cybernetics and Statistics Doctoral School, Faculty of Economic Cybernetics, Statistics and Informatics, Bucharest University of Economic Studies, Piata Romana nr. 6, sector 1, Bucharest, 010374, Romania); Mazurencu-Marinescu-pele, M. (Department of Statistics and Econometrics, Faculty of Cybernetics, Statistics and Economic Informatics, The Bucharest University of Economic Studies, Piata Romana nr. 6, sector 1, Bucharest, 010374, Romania); Strat, V.A. (Department of Statistics and Econometrics, Faculty of Cybernetics, Statistics and Economic Informatics, The Bucharest University of Economic Studies, Piata Romana nr. 6, sector 1, Bucharest, 010374, Romania)",https://dx.doi.org/,https://dx.doi.org/,biblio,2-s2.0-85153949410,,
"Shobe, M.A.; Hill, S.; Murphy-Erby, Y.; Fateh, B.; Wang, H.",Food security in the time of COVID-19 for a marshallese community,"Using an individual and family ecological systems model, we explored food security among a Marshallese cohort in Northwest Arkansas during the COVID-19 pandemic. We hypothesized that Marshallese households were experiencing high rates of food insecurity due to socioeconomic and systemic risk factors. Seventy-one Marshallese adults shared socioeconomic information about their household via an online survey. Descriptive indicate that 91% of respondents report food insecurity. In terms of systemic barriers, almost half of Marshallese respondents do not have health insurance. Additionally, while most respondents report feeling calm, peaceful, and energetic, paradoxically, 81% report feeling depressed and downhearted at least some of the time. Logistic regression findings suggest that food insecurity is significantly related to education levels and household economic strain. These are analogous with national findings, whereby non-native households are more likely to experience higher levels of food insecurity, lower rates of education, and higher economic strain than native households. As a collective community, the Marshallese could benefit from culturally responsive individual and family systems approaches for improving educational, social, financial, and health opportunities through workforce development, household income and asset development, and food security initiatives. Additional implications for policy, practice, and research are provided.",2023,2023-02-11,0,International Journal of Environmental Research and Public Health,adult; covid-19; food security; food supply; humans; pandemics; socioeconomic factors,,44 Human Society; 4404 Development Studies,"Shobe, M.A. (IDEALS Institute, Division of Diversity, Equity, and Inclusion, University of Arkansas, Fayetteville, AR 72701, USA); Hill, S. (Fulbright College of Arts & Sciences, University of Arkansas, Fayetteville, AR 72701, USA); Murphy-Erby, Y. (Fulbright College of Arts & Sciences, University of Arkansas, Fayetteville, AR 72701, USA); Fateh, B. (IDEALS Institute, Division of Diversity, Equity, and Inclusion, University of Arkansas, Fayetteville, AR 72701, USA); Wang, H. (IDEALS Institute, Division of Diversity, Equity, and Inclusion, University of Arkansas, Fayetteville, AR 72701, USA)",https://www.mdpi.com/1660-4601/20/4/3189/pdf?version=1677029542,https://www.mdpi.com/1660-4601/20/4/3189/pdf?version=1677029542,biblio,,,pub.1155368015
"Magner, N.S.; Hardy, N.; Lavin, J.; Ferreira, T.",Forecasting commodity market synchronization with commodity currencies: A network-based approach,"This paper shows that some commodity currencies (from Chile, Iceland, Norway, South Africa, Australia, Canada, and New Zealand) predict the synchronization of metals and energy commodities. This relationship links the present-value theory for exchange rates and its connection with commodity export economies’ fundamentals, where prospective commodity price fluctuations affect exchange rates. Predicting commodity market return synchronization is critical for dealing with systemic risk, market efficiency, and financial stability since synchronization reduces the benefits of diversification and increases the probability of contagion in financial markets during economic and financial crises. Using network methods coupled with in-sample and out-of-sample econometrics models, we find evidence that a fall in the return of commodity-currencies (dollar appreciation) predicts an increase in commodity market synchronization and, consequently, in commodity market systemic risk. This discovery is consistent with a transitive capacity phenomenon, suggesting that commodity currencies have a predictive ability over commodities that extend beyond the commodity bundle that a country produces. The latter behavior would be exacerbated by the high financialization of commodities and strong co-movement of commodity markets. Our paper is part of a vigorously growing literature that has recently measured and predicted systemic risk caused by synchronization, combining a complex systems perspective and financial network analysis.",2023,2023-03-25,0,Entropy,,,49 Mathematical Sciences; 51 Physical Sciences,"Magner, N.S. (Facultad de Administración y Economía, Universidad Diego Portales, Santiago 8370109, Chile); Hardy, N. (Facultad de Administración y Economía, Universidad Diego Portales, Santiago 8370109, Chile); Lavin, J. (Escuela de Negocios, Universidad Adolfo Ibáñez, Peñalolén 7941169, Chile); Ferreira, T. (Facultad de Economía y Negocios, Universidad Alberto Hurtado, Santiago 6500620, Chile)",https://www.mdpi.com/1099-4300/25/4/562/pdf?version=1679713039,https://www.mdpi.com/1099-4300/25/4/562/pdf?version=1679713039,biblio,,,pub.1156553304
"Kunjumuhammed, S.K.; Ramachandran, N.",Future outlooks on corporate finance and opportunities for robust economic planning,"Corporate finance decisions showcase the responses of corporations to address challenges on both the demand and supply sides and the firm value chain. Corporate performance, strategies, and priorities have changed significantly since the pandemic. Understanding these changes and developing and implementing policy responses are crucial to success. Future Outlooks on Corporate Finance and Opportunities for Robust Economic Planning disseminates knowledge regarding corporate response during crises that contribute to a robust economic planning process. It examines the adjustments and strategic interventions that helped corporations mitigate challenges successfully. Covering topics such as corporate governance practices, global systemic risk interdependencies, and investment decisions, this premier reference source is an excellent resource for finance professionals, business executives and managers, financial officers, students and faculty of higher education, librarians, researchers, and academicians. 2023 by IGI Global. All rights reserved.",2023,2023-01-01,0,Future Outlooks on Corporate Finance and Opportunities for Robust Economic Planning,,,,"Kunjumuhammed, S.K. (Modern College of Business and Science, Oman); Ramachandran, N. (University of Technology and Applied Science, Oman)",https://dx.doi.org/10.4018/978-1-6684-5342-1,https://dx.doi.org/10.4018/978-1-6684-5342-1,biblio,2-s2.0-85151720267,,
"Wu, D.; Mitchell, J.; Lambert, J.H.",Global systemic risk and resilience for novel coronavirus with evolving perspectives,,2023,2023-01-01,0,Risk Analysis,"covid-19; humans; resilience, psychological; sars-cov-2",,,"Wu, D. (University of Chinese Academy of Sciences, Beijing, China); Mitchell, J. (Department of Biosystems Engineering, Michigan State University, East Lansing, Michigan, USA); Lambert, J.H. (Department of Systems & Information Engineering, and Department of Civil & Environmental Engineering, University of Virginia, Charlottesville, Virginia, USA)",,,biblio,,,pub.1155422295
"Suljić, N.S.; Olgić, D.B.; Buterin, D.",Green bondssustainable forms of financing,"Green bonds are fixed-income financial instruments that resemble conventional bonds but differ from them in the purpose of issuance. Since their purpose is to finance socially responsible and environmentally sustainable projects, they are linked to ESG criteria and have only been present in the financial market for a relatively short time. Despite the increasing presence of green bonds in recent years, many countries have not yet recognized the importance of this form of financing because they have not issued green bonds. In the context of the researchthis paper defines the purpose of issuing green bonds under adverse climatic conditions that pose systemic risk to financial systems. The paper stands out the importance of the regulatory framework needed for the further development of the green bond market in the world. With an overview of green bond representation by region in the world and a special focus on Europe, this paper offers and recommendations for future development. 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2023,2023-01-01,0,Lecture Notes in Networks and Systems,capital market; esg criteria; systemic risk,,,"Suljić Nikolaj, S. (Faculty of Economics and Business, University of Rijeka, Rijeka, Croatia); Olgić Draženović, B. (Faculty of Economics and Business, University of Rijeka, Rijeka, Croatia); Buterin, D. (Polytechnic of Rijeka, Rijeka, Croatia)",https://dx.doi.org/10.1007/978-3-031-18645-5_26,https://dx.doi.org/10.1007/978-3-031-18645-5_26,biblio,2-s2.0-85142678204,,
"Zhang, X.; Liang, Q.; Lee, C.",How does central bank transparency affect systemic risk evidence from developed and developing countries,"This research explores the effects of central bank transparency on systemic risk by taking 1780 commercial banks in 50 countries during 2006 2015 as samples and also discusses whether central bank independence can also influence those effects on systemic risk. The of the least square method (OLS) and the dynamic panel System Generalized Method of Moments (S-GMM) show that central bank transparency has a non-linear effect on systemic risk in both developed and developing countries. The difference is that central bank transparency has a positive U-shape impact on systemic risk in developed countries and an inverted U-shape impact on systemic risk in developing countries. For both types of countries, improving central bank independence can reduce the effect of central bank transparency on systemic risk.",2023,2023-04-01,1,the Quarterly Review of Economics and Finance,,,"35 Commerce, Management, Tourism and Services; 3502 Banking, Finance and Investment; 38 Economics; 3801 Applied Economics; 3802 Econometrics","Zhang, X. (Department of Finance, Beijing Jiaotong University, Beijing, China); Liang, Q. (Department of Finance, Beijing Jiaotong University, Beijing, China); Lee, C. (School of Economics and Management, Nanchang University, Nanchang, China)",,,biblio,,,pub.1154091383
"Bordo, M.D.; Duca, J.V.",How the new fed municipal bond facility capped municipal-treasury yield spreads in the covid-19 recession,"For over two centuries, the municipal (muni) bond market has been a source of systemic risk, which returned early in the Covid-19 downturn when borrowing from securities markets became costly for many private and public entities, and some found it difficult to borrow at all. Indeed, just before the Fed announced its unprecedented intervention into the muni market, spreads of muni over Treasury yields rose in line with the unemployment rate and appeared headed to levels not seen since the Great Depression, when real municipal gross investment plunged 35 percent below 1929 levels. To prevent such a calamity, the Fed created the Municipal Liquidity Facility (MLF) to purchase newly issued, (near) investment-grade state and local government bonds at ratings-based interest rate spreads over the safe OIS benchmark yield. In general, these spreads were initially about 100 basis points above average spreads under more normal market conditions and were later lowered by 50 basis points in August 2020. Despite a modest take-up, our study documents the MLF prevented muni spreads from rising much above those margins (plus a modest 10 basis point fee) and limited the extent to which interest rate spreads could have amplified the impact of the Covid pandemic. To establish the MLF the Fed needed Treasury indemnification against default losses. There were concerns about whether the creation of the MLF could induce moral hazard among borrowers and could undermine the efficiency of the bond market if the facility had lasted too long. Partly for this reason and because the muni market had settled down by yearend 2020, the Treasury terminated the MLF at that time. Future assessments of these downside aspects will help answer the question whether the program's benefits addressed here exceeded its costs. 2022 Elsevier Inc.",2023,2023-01-01,1,Journal of the Japanese and International Economies,central bank policy; credit policy; municipal finance; state and local governments,,"35 commerce, management, tourism and services; 3502 banking, finance and investment; 38 economics; 3801 applied economics","Bordo, M.D. (Rutgers University, National Bureau of Economic Research, Hoover Institution, Stanford University, United States); Duca, J.V. (Oberlin College, Dept. of Economics, 223 Rice Hall, Oberlin, OH  44074, United States, Research Department, Federal Reserve Bank of Dallas, P.O. Box 655906, Dallas, TX  75265, United States)",https://dx.doi.org/10.1016/j.jjie.2022.101245,https://dx.doi.org/10.1016/j.jjie.2022.101245 https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9789544,biblio,2-s2.0-85146020361,,
"Lin, S.; Zhang, H.",Identifying influential financial stocks using simulation with a two-layer network,"Risk spillover from one stock to another tends to create a contagion effect in the stock market. Fire sales due to the overlapping portfolios of mutual funds can amplify the contagion risks, leading to a downward spiral of stock prices. In this paper, we simulate this downward spiral phenomenon for the Chinese financial stocks based on a two-layer network structure and aim to identify the influential financial stocks based on their individual induced systemic risks. Our findings show that stock liquidity and the concentration of funds’ holding on stocks play important roles in determining systemically important financial institutions. Our also confirm the statements of too-big-to-fail and too-interconnected-to-fail of financial institutions in the Chinese market. Our show that a more sensitive flow-performance relationship of mutual funds can amplify the contagion risk by 41%. However, the magnitude can be more drastic in a low market liquidity scenario, where the contagion risk is boosted by 160%. 2023 The Authors",2023,2023-01-01,0,Heliyon,contagion; fire sales; simulation; stock network; systemic risk,,"35 commerce, management, tourism and services; 3502 banking, finance and investment; 38 economics; 3801 applied economics","Lin, S. (Faculty of Business and Economics, University of Antwerp, Antwerp, Belgium, Antwerp Management School, Antwerp, Belgium, GF Financial Leasing (Guangdong) Co. Ltd., Guangzhou, China); Zhang, H. (Faculty of Business and Economics, University of Antwerp, Antwerp, Belgium, Antwerp Management School, Antwerp, Belgium)",https://dx.doi.org/10.1016/j.heliyon.2023.e15161,https://doi.org/10.1016/j.heliyon.2023.e15161 https://dx.doi.org/10.1016/j.heliyon.2023.e15161,biblio,2-s2.0-85151328893,,
"Li, J.; Li, S.",Immunization of systemic risk in trade investment networks,"By constructing trade investment networks and modeling the contagion of systemic risk in trade and investment channels within different countries, we design three immune strategies, namely, Random Immune, Target Immune, and Neighbor Immune, and compare the inhibitory effect of these strategies on the shock contagion of multilayer networks. Using bilateral trade and portfolio investment data between China and OECD countries from 2003 to 2019, show that first, independent of the source of contagion, the network system with a self-healing capability always reaches the steady state after a certain period of the risk transmission process. The investment network is more resilient to systemic risk than the trade network. Second, Random Immune is inferior in intervening on important countries and currently provides weaker protection for trade investment networks than two other types of immunization strategies because of the high concentration of trade and investment events in the networks. Third, Target Immune aiming at controlling the most important country, the US, is not optimized for improving risk resistance of countries cooperating scarcely with the US, but its optimization efficiency continues to increase as the significance of the US in the system keeps rising. Fourth, among the four Neighbor Immune approaches, Asset-Neighbor Immune provides the superior and consistently enhanced protection for the trade investment networks, and Liability-Neighbor Immune has the dominant position in terms of the enhancement for risk resistance of each country's trade and investment channels. Investment Asset-Neighbor Immune or Investment Liability-Neighbor Immune, which effectively reduces the negative impact of systemic risk on the whole system and all countries, is proposed to be implemented in trade investment networks. 2022 Elsevier B.V.",2023,2023-01-01,0,Physica A: Statistical Mechanics and its Applications,bilateral trade; china (country); commerce; efficiency; enhancement efficiency; immune strategies; immune strategy; immunization; inhibitory effect; investments; multi-layer network; portfolio investment; resilience enhancement efficiency; systemic risk; systemic risks; trade–investment network; trade–investment networks,,,"Li, J. (School of Economics & Management, Southeast University, Nanjing, China); Li, S. (School of Economics & Management, Southeast University, Nanjing, China, Research and Development Center for System and Information Engineering, Southeast University, Nanjing, China)",https://dx.doi.org/10.1016/j.physa.2022.128440,https://dx.doi.org/10.1016/j.physa.2022.128440,biblio,2-s2.0-85145966578,,
"Yijun, W.; Yu, Z.; Bashir, U.",Impact of COVID-19 on the contagion effect of risks in the banking industry: based on transfer entropy and social network analysis method,"Based on the daily stock closing price data of 14 A-share listed banks in China from January 2009 to June 2021, this paper makes a comparative analysis of the contagion effect of risks in the banking industry before and after the outbreak of COVID-19. Based on the transfer entropy method, this paper calculates the correlation network matrix of inter-bank risk contagion effect and empirically studies the contagion effect of risks in the banking industry before and after the outbreak by using social network analysis method, depicting the network structure of systemic risk contagion in Chinese banking industry. This study found that the risk of inter-bank system increased significantly after the outbreak and the key nodes of bank risk contagion have also changed before and after the outbreak state-owned banks are less risky, joint-stock banks and local financial institutions are riskier, and the contagion effect of risks between banks is asymmetric.",2023,2023-04-05,0,Risk Management,,,"35 Commerce, Management, Tourism and Services; 3502 Banking, Finance and Investment","Yijun, W. (School of Public Administration, Xi ‘an University of Architecture and Technology, 710055, Shanxi, People’s Republic of China; College of Business Administration, University of Bahrain, Sakhir, Kingdom of Bahrain); Yu, Z. (School of Public Administration, Xi ‘an University of Architecture and Technology, 710055, Shanxi, People’s Republic of China); Bashir, U. (College of Business Administration, University of Bahrain, Sakhir, Kingdom of Bahrain)",https://link.springer.com/content/pdf/10.1057/s41283-023-00117-1.pdf,https://link.springer.com/content/pdf/10.1057/s41283-023-00117-1.pdf,biblio,,,pub.1157010337
"Hoque, H.; Liu, H.",Impact of bank regulation on risk of islamic and conventional banks,"We analyse the impact of bank regulation on the risks of Islamic banks (IBs) and conventional banks (CBs) between 2004 and 2015 by employing 455 CBs and 95 IBs from 22 countries where IBs and CBs coexist. Since the of Basel regulations is to achieve a stable banking sector by mitigating risks, we examine the impact of bank regulations on various risks of IBs and CBs by using a regression framework. We examine solvency risk, credit risk, idiosyncratic risk and systemic risk by using capital oversight, restriction on activities, private monitoring and supervisory power bank regulation data provided by the World Bank. The findings show that though the Basel regulations were originally developed for CBs, our imply that they are effective for IBs as well as CBs. However, our study also shows that regulations affect IBs and CBs differently as their business models are different. More targeted regulations towards IBs would be necessary to support IBs. Additionally, in regions with higher economic freedom indexes, banking regulations can mitigate the risk of IBs and CBs to a greater extent. Our imply that the combination of free economic policies and banking supervision addresses risks in banking effectively. Finally, the bank regulations did not appear to be able to control the risk of the sample banks during the 2007 2009 crisis. Hence, the Basel committee needs to rethink about regulations during crisis times. 2021 The Authors. International Journal of Finance Economics published by John Wiley Sons Ltd.",2023,2023-01-01,3,International Journal of Finance and Economics,bank regulation; banking; capital; financial crisis; financial services; financial system; future prospect; insolvency risk; islamic banking; systemic risk,,,"Hoque, H. (The York Management School, Department of Accounting and Finance, York, United Kingdom); Liu, H. (Shanghai Business School, Division of Finance and Accounting, Shanghai, China)",https://dx.doi.org/10.1002/ijfe.2462,https://dx.doi.org/10.1002/ijfe.2462,biblio,2-s2.0-85099462387,,
"Song, X.; Xing, T.; Li, X.",Insurance institutional shareholding and banking systemic risk contagion: an empirical study based on a least absolute shrinkage and selection operator vector autoregression high-dimensional network,,2023,2023-01-01,0,Journal of Risk,,Vector autoregression; Selection (genetic algorithm); Shrinkage; Systemic risk; Operator (biology); Autoregressive model; Empirical research; Econometrics; Business; Computer science; Economics; Mathematics; Artificial intelligence; Statistics; Financial crisis; Macroeconomics; Biochemistry; Chemistry; Repressor; Transcription factor; Gene,,,http://dx.doi.org/10.21314/jor.2022.049,,biblio,,047-915-727-738-307,
"Nguyen, H.T.T.; Tram, H.T.X.; Nguyen, L.T.T.",Interest rates and systemic risk:evidence from the vietnamese economy,"This research examines the impact of interest rates on Vietnam's systemic risk following the 2007 2008 financial crisis. The data was collected over a period of 11 years (2010 2020), with monthly statistics, from the Vietnamese stock market, which is composed of 29 listed financial institutions, including commercial banks, insurance companies, and securities firms. The study employs the marginal expected shortfall (MES) method to measure Vietnam's systemic risk and a vector autoregressive model (VAR model) to analyze the influence of monetary policy interest rates. After the global financial crisis, monetary policy interest rates affected Vietnam's financial institutions' systemic risk. From 2010 to 2012 and 2013 to 2020, systemic risk reacted differently to monetary policy interest rate shocks. In order to improve Vietnam's stock market, the State Bank of Vietnam must assess how monetary policy affects the systemic risks of financial institutions. 2023",2023,2023-01-01,0,Journal of Economic Asymmetries,interest rates; mes; systemic risk; var,,,"Nguyen, H.T.T. (School of Banking, University of Economics Ho Chi Minh City, Viet Nam); Tram, H.T.X. (School of Banking, University of Economics Ho Chi Minh City, Viet Nam); Nguyen, L.T.T. (School of Banking, University of Economics Ho Chi Minh City, Viet Nam)",https://dx.doi.org/10.1016/j.jeca.2023.e00294,https://dx.doi.org/10.1016/j.jeca.2023.e00294,biblio,2-s2.0-85147887408,,
"Gautam, M.; Gupta, R.; Singh, P.; Verma, V.; Verma, S.; Mittal, P.; Karkhur, S.; Sampath, A.; Mohan, R.R.; Sharma, B.","Intracameral drug delivery: A review of agents, indications, and outcomes","An intracameral (IC) injection directly delivers the drug into the anterior chamber of the eye. This targeted drug delivery technique overcomes the ocular barriers and offers a high therapeutic concentration of medication at the desired site and consequently better clinical outcomes. IC drug delivery is a safe and effective modality with many advantages over topical delivery. These include excellent bioavailability, reduced systemic risk, and minimal ocular toxicity. Agents delivered via IC injection have shown promising against infection, inflammation, ocular hypertension, and neovascularization. Current literature shows that IC antibiotics, including cefuroxime, vancomycin, and moxifloxacin, are routinely used for prophylaxis of endophthalmitis. Other drugs available for IC use are steroids, anesthetics, mydriatics, miotics, antivascular endothelial growth factor, antiglaucoma, and alkylating agents. of sustained-release devices containing dexamethasone or Bimatoprost in anterior chamber via IC route has the potential in treating ocular inflammation and raised intraocular pressure. The complications such as hemorrhagic occlusive retinal vasculitis and toxic anterior segment syndrome have been documented with IC prophylaxis but are rare. In this review, we provide an overview of available IC drugs, their pharmacokinetics, the spectrum of activity, dosage and preparation, prophylactic and therapeutic usage, clinical efficacy, and safety profiles.",2023,2023-02-09,0,Journal of Ocular Pharmacology and Therapeutics,"anterior chamber; anti-bacterial agents; antibiotic prophylaxis; cataract extraction; endophthalmitis; eye infections, bacterial; humans; inflammation; postoperative complications",,32 Biomedical and Clinical Sciences; 3212 Ophthalmology and Optometry,"Gautam, M. (Department of Ophthalmology, All India Institute of Medical Sciences, Bhopal, India.); Gupta, R. (Department of Ophthalmology, All India Institute of Medical Sciences, Bhopal, India.); Singh, P. (Department of Ophthalmology, All India Institute of Medical Sciences, Bhopal, India.); Verma, V. (Department of Ophthalmology, All India Institute of Medical Sciences, Bhopal, India.); Verma, S. (Department of Ophthalmology, All India Institute of Medical Sciences, Bhopal, India.); Mittal, P. (Department of Ophthalmology, All India Institute of Medical Sciences, Bhopal, India.); Karkhur, S. (Department of Ophthalmology, All India Institute of Medical Sciences, Bhopal, India.); Sampath, A. (Department of Ophthalmology, All India Institute of Medical Sciences, Bhopal, India.); Mohan, R.R. (Department of Ophthalmology and Molecular Medicine, University of Missouri, Columbia, Missouri, USA.); Sharma, B. (Department of Ophthalmology, All India Institute of Medical Sciences, Bhopal, India.)",,,biblio,,,pub.1155256762
"Skrinjaric, T.",Introducing a composite indicator of cyclical systemic risk in croatia: possibilities and limitations,,2023,2023-03-06,0,Public Sector Economics,,Systemic risk; Composite number; Environmental science; Business; Economics; Materials science; Composite material; Macroeconomics; Financial crisis,,,http://dx.doi.org/10.3326/pse.47.1.1,,biblio,,190-279-143-371-062,
"Yan, X.; Zhang, S.; Hu, J.; Weng, W.; Wang, L.",Key points-in-time identification of gold futures market: A complex network approach,"Important nodes can determine the internal structure of complex networks and reveal the internal relationships of real-world systems, and identifying key nodes in complex networks is one of the important research areas of complex network science. As the king of commodities, changes in the price of gold significantly impact the economic development of various countries. Especially in the early stages of the outbreak of war between Russia and Ukraine, the price of gold futures has been greatly impacted, and the systemic risks are gradually spreading. In this paper, a gold future price series is mapped into a visibility graph (VG), the characteristics of the gold price time series and key points-in-Time, have been explored from the perspective of complex network. First, according to the data structure characteristics of gold futures, this paper converts the closing prices of gold futures of the New York Mercantile Exchange into a complex network through the VG model. Then, by using the complex network model to further delve into the price of gold futures, it is found that the degree distribution of the gold futures network follows a power-law distribution, and has obvious scale-free characteristics. Finally, this paper uses the visual network node shrinking algorithm and the technique for order preference by similarity to ideal solution (TOPSIS) analysis method to identify the key nodes of the gold futures visual map to find the key time nodes in the timeline of gold futures market. Analysis of the key time nodes of this market by four methods reveals that the repetition rate of the key time nodes in the methods' top 10 ranking is as high as 82.5%, indicating that the obtained in this paper are robust. This study introduces a new model to describe the characteristics of gold futures price series, one which can find key time nodes in gold futures prices and provide potential help for predicting gold futures prices. 2023 World Scientific Publishing Company.",2023,2023-01-01,0,Fluctuation and Noise Letters,gold futures; network node shrinking algorithm; topsis; visibility graph,,,"Yan, X. (Department of Statistics and Finance, School of Management, Center for Financial Security Studies, International Institute of Finance, University of Science and Technology of China, ANHUI, Hefei, China); Zhang, S. (Department of Statistics and Finance, School of Management, University of Science and Technology of China, Hefei, ANHUI, China); Hu, J. (School of Economics and Management, Fuzhou University, Fuzhou, 350108, China); Weng, W. (School of Economics and Management, Fuzhou University, Fuzhou, 350108, China); Wang, L. (College of Economics and Management, Nanjing University of Aeronautics and Astronautics, Nanjing, 211106, China)",https://dx.doi.org/10.1142/S0219477523400047,https://dx.doi.org/10.1142/S0219477523400047,biblio,2-s2.0-85149215821,,
