Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Huang X., Vodenska I., Havlin S., Eugene Stanley H.","47861246900;54384672500;35397372900;35375959000;","Cascading failures in bi-partite graphs: Model for systemic risk propagation",2013,"Scientific Reports","3",,"1219","","",,172,"10.1038/srep01219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873660572&doi=10.1038%2fsrep01219&partnerID=40&md5=597570f1a3534882126308732708f1e2","Center for Polymer Studies, Department of Physics, Boston University, Boston, MA 02215, United States; Administrative Sciences Department, Metropolitan College, Boston University, Boston, MA 02215, United States; Department of Physics, Bar-Ilan University, Ramat-Gan 52900, Israel; Center for Finance, Law and Policy, Boston University, Boston, MA 02215, United States","Huang, X., Center for Polymer Studies, Department of Physics, Boston University, Boston, MA 02215, United States; Vodenska, I., Center for Polymer Studies, Department of Physics, Boston University, Boston, MA 02215, United States, Administrative Sciences Department, Metropolitan College, Boston University, Boston, MA 02215, United States, Center for Finance, Law and Policy, Boston University, Boston, MA 02215, United States; Havlin, S., Department of Physics, Bar-Ilan University, Ramat-Gan 52900, Israel; Eugene Stanley, H., Center for Polymer Studies, Department of Physics, Boston University, Boston, MA 02215, United States","As economic entities become increasingly interconnected, a shock in a financial network can provoke significant cascading failures throughout the system. To study the systemic risk of financial systems, we create a bi-partite banking network model composed of banks and bank assets and propose a cascading failure model to describe the risk propagation process during crises. We empirically test the model with 2007 US commercial banks balance sheet data and compare the model prediction of the failed banks with the real failed banks after 2007. We find that our model efficiently identifies a significant portion of the actual failed banks reported by Federal Deposit Insurance Corporation. The results suggest that this model could be useful for systemic risk stress testing for financial systems. The model also identifies that commercial rather than residential real estate assets are major culprits for the failure of over 350 US commercial banks during 2008-2011.",,,"Vodenska, I.; Center for Polymer Studies, , Boston, MA 02215, United States; email: vodenska@bu.edu",,"Nature Publishing Group",20452322,,,,"English","Sci. Rep.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84873660572
"Acharya V.V., Öncü T.S.","7005203497;55583665400;","A proposal for the resolution of systemically important assets and liabilities: The case of the repo market",2013,"International Journal of Central Banking","9","SUPPL.1",,"291","349",,24,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873457848&partnerID=40&md5=387e65fd29c5fb68d4e09992f5d73640","New York University Stern School of Business, NBER, and CEPR, United States; Centre for Advanced Financial Research and Learning, Reserve Bank of India and New York University Stern School of Business, United States","Acharya, V.V., New York University Stern School of Business, NBER, and CEPR, United States; Öncü, T.S., Centre for Advanced Financial Research and Learning, Reserve Bank of India and New York University Stern School of Business, United States","One of the several regulatory failures behind the global financial crisis that started in 2007 has been the regulatory focus on individual, rather than systemic, risk of financial institutions. Focusing on systemically important assets and liabilities (SIALs) rather than individual financial institutions, we propose a set of resolution mechanisms, which is not only capable of inducing market discipline and mitigating moral hazard but also of addressing the associated systemic risk, for instance, due to the risk of fire sales of collateral assets. Furthermore, because of our focus on SIALs, our proposed resolution mechanisms would be easier to implement at the global level compared with mechanisms that operate at the level of individual institutional forms. We, then, outline how our approach can be specialized to the repo market and propose a repo resolution authority for reforming this market.",,,"Acharya, V. V.; New York University Stern School of Business, United States",,,18154654,,,,"English","Int. J. Cent. Bank.",Article,"Final","",Scopus,2-s2.0-84873457848
"Brunnermeier M.K., Oehmke M.","56009422500;43461799200;","Bubbles, Financial Crises, And Systemic Risk",2013,"Handbook of the Economics of Finance","2","PB",,"1221","1288",,132,"10.1016/B978-0-44-459406-8.00018-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873427317&doi=10.1016%2fB978-0-44-459406-8.00018-4&partnerID=40&md5=dfa87da7c35d1af150939be7131c56dd","Department of Economics, Princeton University, Bendheim Center for Finance, 26 Prospect Avenue, Princeton, NJ 08540, United States; Columbia Business School, 420 Uris Hall, 3022 Broadway, New York, NY 10027, United States","Brunnermeier, M.K., Department of Economics, Princeton University, Bendheim Center for Finance, 26 Prospect Avenue, Princeton, NJ 08540, United States; Oehmke, M., Columbia Business School, 420 Uris Hall, 3022 Broadway, New York, NY 10027, United States","This chapter surveys the literature on bubbles, financial crises, and systemic risk. The first part of the chapter provides a brief historical account of bubbles and financial crisis. The second part of the chapter gives a structured overview of the literature on financial bubbles. The third part of the chapter discusses the literatures on financial crises and systemic risk, with particular emphasis on amplification and propagation mechanisms during financial crises, and the measurement of systemic risk. Finally, we point toward some questions for future research. © 2013 Elsevier B.V.","Bubbles; Crashes; Financial crises; G00; G01; G20; Systemic risk",,"Brunnermeier, M.K.; Department of Economics, 26 Prospect Avenue, Princeton, NJ 08540, United States; email: markus@princeton.edu",,"Elsevier B.V.",15740102,,,,"English","Handb. Econ. Financ.",Book Chapter,"Final","All Open Access, Green",Scopus,2-s2.0-84873427317
"Puri R., Wolski K., Uno K., Kataoka Y., King K.L., Crowe T.D., Kapadia S.R., Tuzcu E.M., Nissen S.E., Nicholls S.J.","57203076320;7003903202;27667899600;7202205299;55567195300;7102470818;26643092900;7005951350;35264735000;7007131964;","Left main coronary atherosclerosis progression, constrictive remodeling, and clinical events",2013,"JACC: Cardiovascular Interventions","6","1",,"29","35",,34,"10.1016/j.jcin.2012.09.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872791483&doi=10.1016%2fj.jcin.2012.09.006&partnerID=40&md5=cab1dc6f8aa6de5cbdfb8670d49afb8a","Department of Cardiovascular Medicine, Cleveland Clinic, Heart and Vascular Institute, 9500 Euclid Avenue, Cleveland, OH 44195, United States","Puri, R., Department of Cardiovascular Medicine, Cleveland Clinic, Heart and Vascular Institute, 9500 Euclid Avenue, Cleveland, OH 44195, United States; Wolski, K., Department of Cardiovascular Medicine, Cleveland Clinic, Heart and Vascular Institute, 9500 Euclid Avenue, Cleveland, OH 44195, United States; Uno, K., Department of Cardiovascular Medicine, Cleveland Clinic, Heart and Vascular Institute, 9500 Euclid Avenue, Cleveland, OH 44195, United States; Kataoka, Y., Department of Cardiovascular Medicine, Cleveland Clinic, Heart and Vascular Institute, 9500 Euclid Avenue, Cleveland, OH 44195, United States; King, K.L., Department of Cardiovascular Medicine, Cleveland Clinic, Heart and Vascular Institute, 9500 Euclid Avenue, Cleveland, OH 44195, United States; Crowe, T.D., Department of Cardiovascular Medicine, Cleveland Clinic, Heart and Vascular Institute, 9500 Euclid Avenue, Cleveland, OH 44195, United States; Kapadia, S.R., Department of Cardiovascular Medicine, Cleveland Clinic, Heart and Vascular Institute, 9500 Euclid Avenue, Cleveland, OH 44195, United States; Tuzcu, E.M., Department of Cardiovascular Medicine, Cleveland Clinic, Heart and Vascular Institute, 9500 Euclid Avenue, Cleveland, OH 44195, United States; Nissen, S.E., Department of Cardiovascular Medicine, Cleveland Clinic, Heart and Vascular Institute, 9500 Euclid Avenue, Cleveland, OH 44195, United States; Nicholls, S.J., Department of Cardiovascular Medicine, Cleveland Clinic, Heart and Vascular Institute, 9500 Euclid Avenue, Cleveland, OH 44195, United States","Objectives: The aim of this study was to evaluate the progression of atherosclerosis within the left main coronary artery (LMCA) in association with risk factor modifying therapies. Background: Despite studies demonstrating slowing of disease progression within epicardial coronaries with risk factor modification, little is known about the natural history and clinical sequelae of atherosclerosis progression within the LMCA. Methods: In 340 patients with angiographic coronary artery disease who underwent serial intravascular ultrasound imaging to evaluate the effects of anti atherosclerotic therapies across 7 clinical trials, LMCA and epicardial disease progression was characterized. Relationships between changes in plaque burden with remodeling parameters and the incidence of major adverse cardiovascular events (MACE) (death, myocardial infarction, hospital stay for unstable angina, and coronary revascularization) were investigated. Results: Plaque regression was observed in the LMCA segment, and progression was observed in adjacent epicardial segments (percent atheroma volume [PAV] -0.39 ± 0.1% vs. +0.37 ± 0.1%, p &lt; 0.001). Changes in LMCA lumen volume correlated strongly with changes in external elastic membrane (beta coefficient 0.91, p &lt; 0.001) and negatively with the change in PAV (beta coefficient -0.55, p &lt; 0.001). Patients who experienced a MACE had smaller baseline LMCA minimum lumen area (11.6 vs. 12.2 mm2, p = 0.05) and greater progression of PAV in the LMCA (+0.51 ± 0.3% vs. -0.35 ± 0.2%, p = 0.02) compared with those who were MACE-free. Significant reductions from baseline in both external elastic membrane (-4.7 ± 1.7 mm3, p &lt; 0.01) and lumen volumes (-4.0 ± 1 mm3, p &lt; 0.01) were also observed in those having an event. Conclusions: Left main coronary atherosclerosis responds to systemic risk factor modification. Patients experiencing a MACE were more likely to demonstrate progressive disease and constrictive arterial remodeling within the LMCA segment. © 2013 American College of Cardiology Foundation.","arterial remodeling; atherosclerosis progression; intravascular ultrasound; left main disease","acetylsalicylic acid; beta adrenergic receptor blocking agent; hydroxymethylglutaryl coenzyme A reductase inhibitor; adult; artery diameter; article; cardiac imaging; cardiovascular disease; cardiovascular mortality; cardiovascular risk; clinical trial (topic); coronary artery atherosclerosis; disease association; disease course; female; heart infarction; heart muscle revascularization; hospitalization; human; image analysis; intravascular ultrasound; left coronary artery; left main coronary atherosclerosis; major clinical study; male; priority journal; risk reduction; unstable angina pectoris; Aged; Angina, Unstable; Chi-Square Distribution; Coronary Angiography; Coronary Artery Disease; Coronary Vessels; Disease Progression; Female; Hospitalization; Humans; Linear Models; Male; Middle Aged; Myocardial Infarction; Myocardial Revascularization; Plaque, Atherosclerotic; Predictive Value of Tests; Risk Assessment; Risk Factors; Time Factors; Treatment Outcome; Ultrasonography, Interventional","Nicholls, S.J.; Department of Cardiovascular Medicine, 9500 Euclid Avenue, Cleveland, OH 44195, United States; email: stephen.nicholls@sahmri.com",,,19368798,,,"23347860","English","JACC Cardiovasc. Interventions",Article,"Final","",Scopus,2-s2.0-84872791483
"Konermann P., Meinerding C., Sedova O.","55346333800;26642530100;57683641400;","Asset allocation in markets with contagion: The interplay between volatilities, jump intensities, and correlations",2013,"Review of Financial Economics","22","1",,"36","46",,3,"10.1016/j.rfe.2012.08.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872498755&doi=10.1016%2fj.rfe.2012.08.001&partnerID=40&md5=78c5cd98a6cac9a986634c6da4185032","Finance Center Muenster, University of Muenster, Universitaetsstr. 14-16, 48143 Muenster, Germany; Finance Department, Goethe University, House of Finance, Grueneburgplatz 1, 60323 Frankfurt, Germany","Konermann, P., Finance Center Muenster, University of Muenster, Universitaetsstr. 14-16, 48143 Muenster, Germany; Meinerding, C., Finance Department, Goethe University, House of Finance, Grueneburgplatz 1, 60323 Frankfurt, Germany; Sedova, O., Finance Center Muenster, University of Muenster, Universitaetsstr. 14-16, 48143 Muenster, Germany","We study the impact of financial contagion on the dynamic asset allocation problem of a CRRA investor facing an incomplete market with two risky assets. We apply a Markov chain regime-switching framework with state-dependent jump intensities, diffusion volatilities and diffusion correlations. The key model feature that a switch to the bad contagion regime is triggered by a loss in one of the risky assets allows for the implementation of a hedging demand against contagion risk. Moreover, a state-dependent diffusion correlation combined with heterogeneity in jump intensities and volatilities can, e.g., generate a flight to quality effect upon a systemic jump. © 2012 Elsevier Inc.","Asset allocation; Contagion; Portfolio choice; Regime switching; Systemic risk",,"Konermann, P.; Finance Center Muenster, Universitaetsstr. 14-16, 48143 Muenster, Germany; email: patrick.konermann@wiwi.uni-muenster.de",,,10583300,,,,"English","Rev. Financ. Econ.",Article,"Final","",Scopus,2-s2.0-84872498755
"Préfontaine J.","57225252870;","Implications of Basel III for capital, liquidity, profitability, and solvency of global systematically important banks",2013,"Journal of Applied Business Research","29","1",,"157","165",,1,"10.19030/jabr.v29i1.7563","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872439656&doi=10.19030%2fjabr.v29i1.7563&partnerID=40&md5=07d8e599830498488b81a7377596d6c5","Faculté d'Administration, Université de Sherbrooke, Canada","Préfontaine, J., Faculté d'Administration, Université de Sherbrooke, Canada","The objective of this paper is to study the profitability and solvency implications of the proposed Basel III capital and liquidity requirements in the global banking context. The intent is to improve our understanding on how the Basel III capital and liquidity requirements impact upon the functioning of global systematically important banks (GSIBs), and how this knowledge could prove to be useful in answering questions of policy relevance like financial stability in economics. A longer-term perspective is taken in order to link capital and liquidity requirements with the notion of ""systemic risk"" within the evolution of the international financial and monetary system. Of special interest is the interaction between macroeconomic policy - including monetary, exchange rate and combined micro-macro-prudential policy within the setting of present-day Basel III regulatory and supervisory reforms. More specifically, the paper addresses two related issues: first, it studies and presents several financial indicators that GSIBs disclose; second, it examines how these same indicators could be related to GSIBs' profitability and solvency. © 2013 The Clute Institute.","Global banking regulation; Global systematically important banks; Market discipline; Systemic risk",,"Préfontaine, J.; Faculté d'Administration, Canada; email: jacques.prefontaine@usherbrooke.ca",,"CIBER Institute",08927626,,,,"English","J. Appl. Bus. Res.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-84872439656
"Shen Z., Odening M.","55352245700;6603182320;","Coping with systemic risk in index-based crop insurance",2013,"Agricultural Economics (United Kingdom)","44","1",,"1","13",,19,"10.1111/j.1574-0862.2012.00625.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872275807&doi=10.1111%2fj.1574-0862.2012.00625.x&partnerID=40&md5=ecf02f25ed8249ce82d6576fcd9963eb","Department of Agricultural Economics, Humboldt Universität zu Berlin, Berlin, Germany","Shen, Z., Department of Agricultural Economics, Humboldt Universität zu Berlin, Berlin, Germany; Odening, M., Department of Agricultural Economics, Humboldt Universität zu Berlin, Berlin, Germany","The implementation of index-based crop insurance is often impeded by the existence of systemic risk of insured losses. We assess the effectiveness of two strategies for coping with systemic risk: regional diversification and securitization with catastrophe (CAT) bonds. The analysis is conducted in an equilibrium pricing framework which allows the optimal price of the insurance and the number of traded contracts to be determined. We also explore the role of basis risk and risk aversion of market agents. The model is applied to a hypothetical area yield insurance for rice producers in northeast China. If yields in two regions are positively correlated, we find that enlarging the insured area leads to higher insurance premiums. Unless capital market investors are very risk averse, a CAT bond written on an area yield index outperforms regional diversification in terms of certainty equivalents of both farmers and insurers. © 2012 International Association of Agricultural Economists.","Crop insurance; Equilibrium pricing; Risk pooling; Securitization; Systemic risk","crop; insurance system; investment; marketing; price determination; regional pattern; risk assessment; China","Shen, Z.; Department of Agricultural Economics, , Berlin, Germany; email: zhiwei.shen@agrar.hu-berlin.de",,,01695150,,AECNB,,"English","Agric. Econ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84872275807
"Shiller R.J., Wojakowski R.M., Ebrahim M.S., Shackleton M.B.","6701603939;6505906159;7003731934;7004295044;","Mitigating financial fragility with Continuous Workout Mortgages",2013,"Journal of Economic Behavior and Organization","85","1",,"269","285",,13,"10.1016/j.jebo.2012.04.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872004276&doi=10.1016%2fj.jebo.2012.04.010&partnerID=40&md5=a6a4d363e5fe2ad71871b4845a684aa6","Cowles Foundation for Research in Economics, International Center for Finance, Yale University, New Haven, CT 06520-8281, United States; Lancaster University Management School, Department of Accounting and Finance, Lancaster LA1 4YX, United Kingdom; Bangor Business School, Bangor University, Hen Goleg, College Road, Bangor, LL57 2DG North Wales, United Kingdom","Shiller, R.J., Cowles Foundation for Research in Economics, International Center for Finance, Yale University, New Haven, CT 06520-8281, United States; Wojakowski, R.M., Lancaster University Management School, Department of Accounting and Finance, Lancaster LA1 4YX, United Kingdom; Ebrahim, M.S., Bangor Business School, Bangor University, Hen Goleg, College Road, Bangor, LL57 2DG North Wales, United Kingdom; Shackleton, M.B., Lancaster University Management School, Department of Accounting and Finance, Lancaster LA1 4YX, United Kingdom","This paper models Continuous Workout Mortgages (CWMs) in an economic environment with refinancings and prepayments. CWMs are home loans whose balance and payments are indexed using a market-observable house price index of the pertaining locality. Our main results include: (a) explicit modelling of repayment and interest-only CWMs; (b) closed form formula for mortgage payment and mortgage balance of a repayment CWM; (c) a closed form formula for the actuarially fair mortgage rate of an interest-only CWM. For repayment CWMs we extend our analysis to include two negotiable parameters: adjustable "" workout proportion"" and adjustable "" workout threshold."" These results are of importance as they not only help in the understanding of the mechanics of CWMs and estimating key contract parameters, but they also provide insight on how to enhance the resilience of the financial architecture and mitigate systemic risk. © 2012 Elsevier B.V.","Cap and floor on continuous flow; Continuous Workout Mortgage (CWM); House price index; Prepayment intensity; Repayment",,"Wojakowski, R.M.; Lancaster University Management School, , Lancaster LA1 4YX, United Kingdom; email: r.wojakowski@lancaster.ac.uk",,,01672681,,JEBOD,,"English","J. Econ. Behav. Organ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84872004276
"Anand K., Gai P., Kapadia S., Brennan S., Willison M.","56133555100;7004561684;23570539900;8892179000;56419744700;","A network model of financial system resilience",2013,"Journal of Economic Behavior and Organization","85","1",,"219","235",,61,"10.1016/j.jebo.2012.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871964053&doi=10.1016%2fj.jebo.2012.04.006&partnerID=40&md5=da38c96d8b4e6b45adf520e1725d05d7","Technische Universität Berlin, Sek. H 52, Straße des 17. Juni 135, 10623 Berlin, Germany; Department of Economics, University of Auckland, 12 Grafton Road, Auckland 1142, New Zealand; Bank of England, Threadneedle Street, London EC2R 8AH, United Kingdom; National University of Singapore, Risk Management Institute, 21 Heng Mui Keng Terrace, Singapore 119613, Singapore","Anand, K., Technische Universität Berlin, Sek. H 52, Straße des 17. Juni 135, 10623 Berlin, Germany; Gai, P., Department of Economics, University of Auckland, 12 Grafton Road, Auckland 1142, New Zealand, National University of Singapore, Risk Management Institute, 21 Heng Mui Keng Terrace, Singapore 119613, Singapore; Kapadia, S., Bank of England, Threadneedle Street, London EC2R 8AH, United Kingdom; Brennan, S., Bank of England, Threadneedle Street, London EC2R 8AH, United Kingdom; Willison, M., Bank of England, Threadneedle Street, London EC2R 8AH, United Kingdom","We examine the role of macroeconomic fluctuations, asset market liquidity, and network structure in determining contagion and aggregate losses in a stylized financial system. Systemic instability is explored in a financial network comprising three distinct, but interconnected, sets of agents - domestic banks, overseas banks, and firms. Calibrating the model to advanced country banking sector data, this preliminarily model generates broadly sensible aggregate loss distributions which are bimodal in nature. We demonstrate how systemic crises may occur and analyse how our results are influenced by firesale externalities and the feedback effects from curtailed lending in the macroeconomy. We also illustrate the resilience of our model financial system to stress scenarios with sharply rising corporate default rates and falling asset prices. © 2012 The Bank of England.","Contagion; Financial crises; Network models; Systemic risk",,"Anand, K.; Technische Universität Berlin, Sek. H 52, Straße des 17. Juni 135, 10623 Berlin, Germany; email: kartik.anand@tu-berlin.de",,,01672681,,JEBOD,,"English","J. Econ. Behav. Organ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84871964053
"Wang X., Weaver N., You J.","36633738500;7005882845;55138481800;","The social security function of agriculture in China",2013,"Journal of International Development","25","1",,"1","10",,20,"10.1002/jid.2827","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871238809&doi=10.1002%2fjid.2827&partnerID=40&md5=db9255cbb661afc0788ca5c4e43c52f6","School of Social Sciences and Centre for Chinese Studies, The University of Manchester, Manchester, United Kingdom; Economics, School of Social Sciences, The University of Manchester, Manchester, United Kingdom; School of Agricultural Economics and Rural Development, Renmin University of China, Beijing, China","Wang, X., School of Social Sciences and Centre for Chinese Studies, The University of Manchester, Manchester, United Kingdom; Weaver, N., Economics, School of Social Sciences, The University of Manchester, Manchester, United Kingdom; You, J., School of Agricultural Economics and Rural Development, Renmin University of China, Beijing, China","On the basis of the Lewis model, this paper addresses the theoretical foundations of the social security function of the agricultural sector and investigates the impact of this function on Chinese development. We argue that the agricultural sector and secure agricultural land holdings are important means, in the absence of comprehensive government provision of social security, in insuring rural residents and rural-urban migrants against risks and uncertainties. Given a large rural population and massive rural-urban migration, secure access to land for both rural and migrant populations in China has helped the economy avoid systemic risk and helped to maintain social stability. © 2012 John Wiley & Sons, Ltd.","Agriculture; China; Land; Social security","agricultural land; econometrics; rural-urban migration; social policy; social security; China","Wang, X.; School of Social Sciences and Centre for Chinese Studies, Oxford Road, Manchester M13 9PL, United Kingdom; email: Xiaobing.Wang@manchester.ac.uk",,,09541748,,,,"English","J. Int. Dev.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84871238809
"Akcali A., Huck O., Tenenbaum H., Davideau J.L., Buduneli N.","55330279000;25960106900;17636545900;6603338567;55911732400;","Periodontal diseases and stress: A brief review",2013,"Journal of Oral Rehabilitation","40","1",,"60","68",,50,"10.1111/j.1365-2842.2012.02341.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870922386&doi=10.1111%2fj.1365-2842.2012.02341.x&partnerID=40&md5=ae5fefc526be48cbad5ce4f785bdd7ce","Department of Periodontology, School of Dentistry, Ege University, Izmir, Turkey; Department of Periodontology, Dental Faculty, University of Strasbourg, Strasbourg, France","Akcali, A., Department of Periodontology, School of Dentistry, Ege University, Izmir, Turkey; Huck, O., Department of Periodontology, Dental Faculty, University of Strasbourg, Strasbourg, France; Tenenbaum, H., Department of Periodontology, Dental Faculty, University of Strasbourg, Strasbourg, France; Davideau, J.L., Department of Periodontology, Dental Faculty, University of Strasbourg, Strasbourg, France; Buduneli, N., Department of Periodontology, School of Dentistry, Ege University, Izmir, Turkey","Periodontal diseases are common chronic inflammatory diseases caused by pathogenic microorganisms colonising the subgingival area and inducing local and systemic elevations of pro-inflammatory cytokines resulting in tissue destruction. Apparition and evolution of periodontal diseases are influenced by many local or systemic risk factors. Psychological stress has been suggested as one of them and may negatively influence the outcome of periodontal treatment. However, mechanisms explaining the possible relationship between stress and increased susceptibility to periodontal disease remain poorly understood. Several stress markers are found in blood and saliva of patients with periodontal diseases and influence the development of periodontal diseases by several mechanisms including modifications of the inflammatory response and changes in the composition of the dental biofilm. The aim of this review is to provide an insight into the relationship between psychological stress and periodontal diseases. © 2012 Blackwell Publishing Ltd.","Cortisol; Periodontal diseases; Psychological stress; Saliva","alpha amylase saliva isoenzyme; biological marker; catecholamine; chromogranin A; hydrocortisone; neuropeptide; chemistry; disease predisposition; human; immunology; mental stress; microbiology; mouth mucosa; periodontal disease; psychological aspect; review; risk factor; saliva; Biological Markers; Catecholamines; Chromogranin A; Disease Susceptibility; Humans; Hydrocortisone; Mouth Mucosa; Neuropeptides; Periodontal Diseases; Risk Factors; Saliva; Salivary alpha-Amylases; Stress, Psychological","Akcali, A.; Department of Periodontology, , 35100 Bornova, Izmir, Turkey; email: aliyeakcali@hotmail.com",,,0305182X,,JORHB,"22882663","English","J. Oral Rehabil.",Review,"Final","",Scopus,2-s2.0-84870922386
"Gatfaoui H.","15752518100;","Translating financial integration into correlation risk: A weekly reporting's viewpoint for the volatility behavior of stock markets",2013,"Economic Modelling","30","1",,"776","791",,9,"10.1016/j.econmod.2012.09.043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870724104&doi=10.1016%2fj.econmod.2012.09.043&partnerID=40&md5=8a6b2754fb9c919beec78dff1a59e19d","Rouen Business School, Economics and Finance Department, 1 Rue du Maréchal Juin, BP215, 76825 Mont-Saint-Aignan Cedex, France","Gatfaoui, H., Rouen Business School, Economics and Finance Department, 1 Rue du Maréchal Juin, BP215, 76825 Mont-Saint-Aignan Cedex, France","We apply the multivariate extension of GARCH-type models in order to assess the systematic and systemic risks as well as the joint volatility behaviors of the U.S. and three European financial markets (Andersen et al., 2010). Therefore, we can appraise the co-movements of the four previous financial markets as well as the joint behavior of their respective volatilities (i.e. systemic risk). Moreover, the resulting conditional variance and covariance metrics allow for handling volatility spillovers (i.e. contagion risk in terms of transmitting volatility shocks from one market place to another market place). Indeed, results highlight the unprecedented high systemic risk levels (i.e. joint increased volatility levels) as well as a high contagion risk (i.e. volatility spillover) during the subprime mortgage market crisis. The transmission process of volatility shocks reveals to be simultaneous across financial markets due to a strong arbitrage activity and electronic trading practices among others. Most importantly, the estimated conditional correlations exhibit an upward sloping trend, which underlines an increase in the correlation risk between financial markets in the late nineties or early 2000. Thus, our major findings are twofold. First, we characterize the dynamic correlation risk across financial markets. Second, we also confirm the increasing and nonlinear trend in the correlation risk, which we are able to quantify. © 2012 Elsevier B.V.","Conditional correlation; Contagion risk; Leverage effect; Multivariate BEKK; Nonparametric regression; Systematic risk; Systemic risk; Volatility spillover",,"Gatfaoui, H.; Rouen Business School, 1 Rue du Maréchal Juin, BP215, 76825 Mont-Saint-Aignan Cedex, France; email: hayette.gatfaoui@rouenbs.fr",,,02649993,,,,"English","Econ. Model.",Article,"Final","",Scopus,2-s2.0-84870724104
"Eboli M.","6603721086;","Financial applications of flow network theory",2013,"Studies in Computational Intelligence","448",,,"21","29",,7,"10.1007/978-3-642-32903-6_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870398602&doi=10.1007%2f978-3-642-32903-6_3&partnerID=40&md5=5e6307a68bd183bbd590746c1877ca95","Dipartimento di Studi Aziendali, Università G. d'Annunzio, Pescara, Italy","Eboli, M., Dipartimento di Studi Aziendali, Università G. d'Annunzio, Pescara, Italy","This paper reviews some recent applications of flow network theory to the modelling of financial systems and of interbank liquidity networks. Three features of network flows have proven to be particularly useful in this field: i) the modularity of the transmission of flows across a network; ii) the constancy of a flow across all cuts of a nertwork; iii) the known 'max flow - minimum cut' theorem by Ford and Fulkerson. These properties of flow networks have been applied to evaluate the exposition to contagion of financial networks and the carrying capacity of interbank liquidity networks. © Springer-Verlag Berlin Heidelberg 2013.","contagion; financial networks; flow networks; liquidity risk; systemic risk",,"Eboli, M.; Dipartimento di Studi Aziendali, , Pescara, Italy",,"Springer Verlag",1860949X,9783642329029,,,"English","Stud. Comput. Intell.",Conference Paper,"Final","",Scopus,2-s2.0-84870398602
